Points,100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km
1060,11.66,13.68,23.75,38.08,53.74,58.7,45.83,96.52,219.49,89.69,125.87,163.42,258.74,278.35,354.18,394.65,553.86,614.89,595.28,954.62,2011.7,2033.0,3099.0,3336.0,4183.0,4420.0,5325.0,6501.0,9452.0,26374.0
1059,11.66,13.68,23.76,38.1,53.77,58.74,45.85,96.58,219.62,89.74,125.93,163.49,258.87,278.5,354.37,394.88,554.17,615.31,595.61,955.16,2012.88,2034.0,3101.0,3338.0,4185.0,4422.0,5328.0,6505.0,9458.0,26390.0
1058,11.67,13.69,23.77,38.12,53.8,58.77,45.88,96.63,219.74,89.78,125.99,163.57,259.01,278.64,354.56,395.11,554.47,615.74,595.94,955.7,2014.05,2035.0,3103.0,3339.0,4188.0,4425.0,5331.0,6509.0,9465.0,26407.0
1057,11.67,13.7,23.78,38.14,53.82,58.81,45.9,96.69,219.86,89.83,126.05,163.65,259.14,278.78,354.75,395.34,554.78,616.16,596.27,956.24,2015.23,2036.0,3105.0,3341.0,4190.0,4427.0,5335.0,6513.0,9471.0,26423.0
1056,11.68,13.71,23.79,38.15,53.85,58.84,45.93,96.74,219.98,89.87,126.1,163.73,259.27,278.92,354.93,395.57,555.08,616.58,596.6,956.78,2016.4,2037.0,3106.0,3343.0,4193.0,4430.0,5338.0,6517.0,9477.0,26440.0
1055,11.68,13.71,23.8,38.17,53.88,58.87,45.95,96.8,220.11,89.92,126.16,163.81,259.4,279.07,355.12,395.8,555.39,617.01,596.93,957.33,2017.58,2039.0,3108.0,3345.0,4195.0,4433.0,5341.0,6521.0,9484.0,26456.0
1054,11.69,13.72,23.81,38.19,53.9,58.91,45.98,96.85,220.23,89.96,126.22,163.89,259.54,279.21,355.31,396.03,555.69,617.43,597.27,957.87,2018.76,2040.0,3110.0,3347.0,4197.0,4435.0,5344.0,6525.0,9490.0,26473.0
1053,11.69,13.73,23.82,38.21,53.93,58.94,46.0,96.91,220.35,90.01,126.28,163.97,259.67,279.35,355.49,396.26,556.0,617.85,597.6,958.41,2019.93,2041.0,3112.0,3349.0,4200.0,4438.0,5348.0,6529.0,9496.0,26489.0
1052,11.7,13.74,23.83,38.23,53.96,58.97,46.02,96.96,220.48,90.05,126.34,164.05,259.8,279.49,355.68,396.49,556.31,618.28,597.93,958.95,2021.11,2042.0,3114.0,3351.0,4202.0,4440.0,5351.0,6533.0,9503.0,26506.0
1051,11.7,13.74,23.84,38.25,53.98,59.01,46.05,97.02,220.6,90.1,126.4,164.12,259.94,279.64,355.87,396.72,556.61,618.7,598.26,959.49,2022.29,2043.0,3115.0,3353.0,4205.0,4443.0,5354.0,6537.0,9509.0,26522.0
1050,11.71,13.75,23.85,38.27,54.01,59.04,46.07,97.07,220.72,90.14,126.46,164.2,260.07,279.78,356.06,396.95,556.92,619.12,598.59,960.04,2023.47,2044.0,3117.0,3355.0,4207.0,4446.0,5357.0,6542.0,9515.0,26539.0
1049,11.71,13.76,23.86,38.28,54.04,59.08,46.1,97.13,220.85,90.18,126.52,164.28,260.2,279.92,356.24,397.18,557.22,619.55,598.93,960.58,2024.65,2046.0,3119.0,3357.0,4210.0,4448.0,5361.0,6546.0,9522.0,26555.0
1048,11.72,13.77,23.87,38.3,54.06,59.11,46.12,97.18,220.97,90.23,126.57,164.36,260.34,280.07,356.43,397.41,557.53,619.97,599.26,961.12,2025.83,2047.0,3121.0,3359.0,4212.0,4451.0,5364.0,6550.0,9528.0,26572.0
1047,11.72,13.78,23.88,38.32,54.09,59.14,46.15,97.24,221.09,90.27,126.63,164.44,260.47,280.21,356.62,397.64,557.84,620.4,599.59,961.67,2027.01,2048.0,3123.0,3361.0,4215.0,4453.0,5367.0,6554.0,9534.0,26588.0
1046,11.73,13.78,23.9,38.34,54.12,59.18,46.17,97.29,221.22,90.32,126.69,164.52,260.6,280.35,356.81,397.87,558.14,620.82,599.92,962.21,2028.19,2049.0,3124.0,3363.0,4217.0,4456.0,5370.0,6558.0,9541.0,26605.0
1045,11.73,13.79,23.91,38.36,54.14,59.21,46.2,97.34,221.34,90.36,126.75,164.6,260.74,280.5,357.0,398.1,558.45,621.25,600.26,962.75,2029.37,2050.0,3126.0,3365.0,4219.0,4459.0,5373.0,6562.0,9547.0,26621.0
1044,11.74,13.8,23.92,38.38,54.17,59.24,46.22,97.4,221.47,90.41,126.81,164.68,260.87,280.64,357.18,398.33,558.76,621.67,600.59,963.3,2030.56,2051.0,3128.0,3367.0,4222.0,4461.0,5377.0,6566.0,9553.0,26638.0
1043,11.74,13.81,23.93,38.39,54.2,59.28,46.25,97.45,221.59,90.45,126.87,164.76,261.0,280.78,357.37,398.56,559.06,622.1,600.92,963.84,2031.74,2053.0,3130.0,3369.0,4224.0,4464.0,5380.0,6570.0,9560.0,26654.0
1042,11.75,13.81,23.94,38.41,54.22,59.31,46.27,97.51,221.71,90.5,126.93,164.84,261.14,280.93,357.56,398.79,559.37,622.52,601.26,964.39,2032.92,2054.0,3132.0,3371.0,4227.0,4466.0,5383.0,6574.0,9566.0,26671.0
1041,11.75,13.82,23.95,38.43,54.25,59.35,46.3,97.56,221.84,90.54,126.99,164.92,261.27,281.07,357.75,399.02,559.68,622.95,601.59,964.93,2034.11,2055.0,3133.0,3373.0,4229.0,4469.0,5386.0,6578.0,9572.0,26688.0
1040,11.76,13.83,23.96,38.45,54.28,59.38,46.32,97.62,221.96,90.59,127.05,164.99,261.41,281.21,357.94,399.25,559.99,623.38,601.92,965.48,2035.29,2056.0,3135.0,3375.0,4232.0,4472.0,5390.0,6583.0,9579.0,26704.0
1039,11.76,13.84,23.97,38.47,54.3,59.41,46.35,97.67,222.09,90.63,127.11,165.07,261.54,281.36,358.13,399.49,560.29,623.8,602.26,966.02,2036.48,2057.0,3137.0,3376.0,4234.0,4474.0,5393.0,6587.0,9585.0,26721.0
1038,11.77,13.85,23.98,38.49,54.33,59.45,46.37,97.73,222.21,90.68,127.16,165.15,261.67,281.5,358.31,399.72,560.6,624.23,602.59,966.57,2037.66,2058.0,3139.0,3378.0,4237.0,4477.0,5396.0,6591.0,9591.0,26737.0
1037,11.77,13.85,23.99,38.51,54.36,59.48,46.4,97.78,222.33,90.72,127.22,165.23,261.81,281.64,358.5,399.95,560.91,624.66,602.93,967.12,2038.85,2060.0,3141.0,3380.0,4239.0,4479.0,5399.0,6595.0,9598.0,26754.0
1036,11.78,13.86,24.0,38.52,54.38,59.52,46.42,97.84,222.46,90.77,127.28,165.31,261.94,281.79,358.69,400.18,561.22,625.08,603.26,967.66,2040.04,2061.0,3142.0,3382.0,4242.0,4482.0,5403.0,6599.0,9604.0,26771.0
1035,11.78,13.87,24.01,38.54,54.41,59.55,46.45,97.89,222.58,90.81,127.34,165.39,262.08,281.93,358.88,400.41,561.53,625.51,603.6,968.21,2041.22,2062.0,3144.0,3384.0,4244.0,4485.0,5406.0,6603.0,9611.0,26787.0
1034,11.79,13.88,24.02,38.56,54.44,59.58,46.47,97.95,222.71,90.86,127.4,165.47,262.21,282.08,359.07,400.64,561.84,625.94,603.93,968.76,2042.41,2063.0,3146.0,3386.0,4247.0,4487.0,5409.0,6607.0,9617.0,26804.0
1033,11.79,13.88,24.03,38.58,54.46,59.62,46.5,98.01,222.83,90.9,127.46,165.55,262.34,282.22,359.26,400.88,562.14,626.37,604.26,969.3,2043.6,2064.0,3148.0,3388.0,4249.0,4490.0,5412.0,6611.0,9623.0,26820.0
1032,11.8,13.89,24.04,38.6,54.49,59.65,46.52,98.06,222.96,90.95,127.52,165.63,262.48,282.36,359.45,401.11,562.45,626.79,604.6,969.85,2044.79,2066.0,3150.0,3390.0,4252.0,4493.0,5416.0,6615.0,9630.0,26837.0
1031,11.8,13.9,24.05,38.62,54.52,59.69,46.55,98.12,223.08,90.99,127.58,165.71,262.61,282.51,359.64,401.34,562.76,627.22,604.93,970.4,2045.98,2067.0,3152.0,3392.0,4254.0,4495.0,5419.0,6620.0,9636.0,26854.0
1030,11.81,13.91,24.06,38.64,54.55,59.72,46.57,98.17,223.21,91.04,127.64,165.79,262.75,282.65,359.83,401.57,563.07,627.65,605.27,970.95,2047.17,2068.0,3153.0,3394.0,4256.0,4498.0,5422.0,6624.0,9642.0,26870.0
1029,11.81,13.92,24.07,38.65,54.57,59.75,46.6,98.23,223.33,91.08,127.7,165.87,262.88,282.8,360.02,401.8,563.38,628.08,605.61,971.49,2048.36,2069.0,3155.0,3396.0,4259.0,4500.0,5425.0,6628.0,9649.0,26887.0
1028,11.82,13.92,24.08,38.67,54.6,59.79,46.62,98.28,223.45,91.13,127.76,165.95,263.02,282.94,360.21,402.04,563.69,628.51,605.94,972.04,2049.55,2070.0,3157.0,3398.0,4261.0,4503.0,5429.0,6632.0,9655.0,26904.0
1027,11.82,13.93,24.09,38.69,54.63,59.82,46.65,98.34,223.58,91.17,127.82,166.03,263.15,283.09,360.39,402.27,564.0,628.94,606.28,972.59,2050.74,2071.0,3159.0,3400.0,4264.0,4506.0,5432.0,6636.0,9662.0,26920.0
1026,11.83,13.94,24.1,38.71,54.65,59.86,46.67,98.39,223.7,91.22,127.88,166.11,263.29,283.23,360.58,402.5,564.31,629.36,606.61,973.14,2051.94,2073.0,3161.0,3402.0,4266.0,4508.0,5435.0,6640.0,9668.0,26937.0
1025,11.83,13.95,24.11,38.73,54.68,59.89,46.7,98.45,223.83,91.26,127.94,166.19,263.42,283.38,360.77,402.73,564.62,629.79,606.95,973.69,2053.13,2074.0,3162.0,3404.0,4269.0,4511.0,5439.0,6644.0,9674.0,26954.0
1024,11.83,13.95,24.12,38.75,54.71,59.93,46.72,98.5,223.95,91.31,128.0,166.27,263.56,283.52,360.96,402.97,564.93,630.22,607.29,974.24,2054.32,2075.0,3164.0,3406.0,4271.0,4514.0,5442.0,6648.0,9681.0,26970.0
1023,11.84,13.96,24.13,38.77,54.73,59.96,46.75,98.56,224.08,91.35,128.06,166.35,263.69,283.67,361.15,403.2,565.24,630.65,607.62,974.79,2055.52,2076.0,3166.0,3408.0,4274.0,4516.0,5445.0,6653.0,9687.0,26987.0
1022,11.84,13.97,24.14,38.79,54.76,59.99,46.77,98.61,224.2,91.4,128.12,166.43,263.83,283.81,361.34,403.43,565.55,631.08,607.96,975.34,2056.71,2077.0,3168.0,3410.0,4276.0,4519.0,5448.0,6657.0,9694.0,27004.0
1021,11.85,13.98,24.15,38.8,54.79,60.03,46.8,98.67,224.33,91.45,128.17,166.51,263.96,283.96,361.53,403.67,565.86,631.51,608.3,975.89,2057.91,2079.0,3170.0,3412.0,4279.0,4521.0,5452.0,6661.0,9700.0,27021.0
1020,11.85,13.99,24.17,38.82,54.82,60.06,46.82,98.72,224.45,91.49,128.23,166.59,264.1,284.1,361.72,403.9,566.17,631.94,608.63,976.44,2059.11,2080.0,3172.0,3414.0,4281.0,4524.0,5455.0,6665.0,9706.0,27037.0
1019,11.86,13.99,24.18,38.84,54.84,60.1,46.85,98.78,224.58,91.54,128.29,166.67,264.23,284.25,361.92,404.13,566.48,632.37,608.97,976.99,2060.3,2081.0,3173.0,3416.0,4284.0,4527.0,5458.0,6669.0,9713.0,27054.0
1018,11.86,14.0,24.19,38.86,54.87,60.13,46.87,98.84,224.71,91.58,128.35,166.75,264.37,284.39,362.11,404.37,566.79,632.8,609.31,977.54,2061.5,2082.0,3175.0,3418.0,4286.0,4529.0,5462.0,6673.0,9719.0,27071.0
1017,11.87,14.01,24.2,38.88,54.9,60.17,46.9,98.89,224.83,91.63,128.41,166.83,264.5,284.54,362.3,404.6,567.1,633.24,609.65,978.09,2062.7,2083.0,3177.0,3420.0,4289.0,4532.0,5465.0,6677.0,9726.0,27088.0
1016,11.87,14.02,24.21,38.9,54.92,60.2,46.92,98.95,224.96,91.67,128.47,166.91,264.64,284.68,362.49,404.83,567.41,633.67,609.98,978.65,2063.9,2084.0,3179.0,3422.0,4291.0,4535.0,5468.0,6682.0,9732.0,27104.0
1015,11.88,14.03,24.22,38.92,54.95,60.23,46.95,99.0,225.08,91.72,128.53,166.99,264.77,284.83,362.68,405.07,567.73,634.1,610.32,979.2,2065.09,2086.0,3181.0,3424.0,4294.0,4537.0,5471.0,6686.0,9739.0,27121.0
1014,11.88,14.03,24.23,38.93,54.98,60.27,46.97,99.06,225.21,91.76,128.59,167.07,264.91,284.97,362.87,405.3,568.04,634.53,610.66,979.75,2066.29,2087.0,3183.0,3426.0,4296.0,4540.0,5475.0,6690.0,9745.0,27138.0
1013,11.89,14.04,24.24,38.95,55.01,60.3,47.0,99.11,225.33,91.81,128.65,167.15,265.05,285.12,363.06,405.54,568.35,634.96,611.0,980.3,2067.5,2088.0,3184.0,3428.0,4299.0,4543.0,5478.0,6694.0,9751.0,27155.0
1012,11.89,14.05,24.25,38.97,55.03,60.34,47.02,99.17,225.46,91.85,128.71,167.23,265.18,285.26,363.25,405.77,568.66,635.39,611.34,980.85,2068.7,2089.0,3186.0,3430.0,4301.0,4545.0,5481.0,6698.0,9758.0,27172.0
1011,11.9,14.06,24.26,38.99,55.06,60.37,47.05,99.23,225.58,91.9,128.77,167.31,265.32,285.41,363.44,406.0,568.97,635.83,611.67,981.41,2069.9,2090.0,3188.0,3432.0,4304.0,4548.0,5485.0,6702.0,9764.0,27188.0
1010,11.9,14.06,24.27,39.01,55.09,60.41,47.07,99.28,225.71,91.95,128.83,167.39,265.45,285.55,363.63,406.24,569.29,636.26,612.01,981.96,2071.1,2092.0,3190.0,3434.0,4306.0,4550.0,5488.0,6707.0,9771.0,27205.0
1009,11.91,14.07,24.28,39.03,55.11,60.44,47.1,99.34,225.84,91.99,128.89,167.47,265.59,285.7,363.82,406.47,569.6,636.69,612.35,982.51,2072.3,2093.0,3192.0,3436.0,4309.0,4553.0,5491.0,6711.0,9777.0,27222.0
1008,11.91,14.08,24.29,39.05,55.14,60.48,47.12,99.39,225.96,92.04,128.95,167.55,265.73,285.85,364.02,406.71,569.91,637.12,612.69,983.07,2073.51,2094.0,3194.0,3438.0,4311.0,4556.0,5494.0,6715.0,9784.0,27239.0
1007,11.92,14.09,24.3,39.07,55.17,60.51,47.15,99.45,226.09,92.08,129.01,167.63,265.86,285.99,364.21,406.94,570.22,637.56,613.03,983.62,2074.71,2095.0,3195.0,3439.0,4314.0,4558.0,5498.0,6719.0,9790.0,27256.0
1006,11.92,14.1,24.31,39.09,55.2,60.54,47.17,99.5,226.21,92.13,129.07,167.71,266.0,286.14,364.4,407.18,570.54,637.99,613.37,984.18,2075.91,2096.0,3197.0,3441.0,4316.0,4561.0,5501.0,6723.0,9797.0,27273.0
1005,11.93,14.1,24.32,39.1,55.22,60.58,47.2,99.56,226.34,92.17,129.13,167.79,266.13,286.28,364.59,407.41,570.85,638.42,613.71,984.73,2077.12,2098.0,3199.0,3443.0,4319.0,4564.0,5504.0,6727.0,9803.0,27290.0
1004,11.93,14.11,24.33,39.12,55.25,60.61,47.22,99.62,226.47,92.22,129.19,167.88,266.27,286.43,364.78,407.65,571.16,638.86,614.05,985.29,2078.32,2099.0,3201.0,3445.0,4321.0,4566.0,5508.0,6732.0,9810.0,27306.0
1003,11.94,14.12,24.34,39.14,55.28,60.65,47.25,99.67,226.59,92.26,129.25,167.96,266.41,286.58,364.97,407.88,571.47,639.29,614.39,985.84,2079.53,2100.0,3203.0,3447.0,4324.0,4569.0,5511.0,6736.0,9816.0,27323.0
1002,11.94,14.13,24.35,39.16,55.3,60.68,47.27,99.73,226.72,92.31,129.31,168.04,266.54,286.72,365.17,408.12,571.79,639.73,614.73,986.4,2080.74,2101.0,3205.0,3449.0,4326.0,4572.0,5514.0,6740.0,9822.0,27340.0
1001,11.95,14.14,24.37,39.18,55.33,60.72,47.3,99.78,226.85,92.36,129.37,168.12,266.68,286.87,365.36,408.35,572.1,640.16,615.07,986.95,2081.95,2102.0,3207.0,3451.0,4329.0,4574.0,5518.0,6744.0,9829.0,27357.0
1000,11.95,14.14,24.38,39.2,55.36,60.75,47.33,99.84,226.97,92.4,129.43,168.2,266.82,287.02,365.55,408.59,572.42,640.59,615.41,987.51,2083.15,2104.0,3208.0,3453.0,4331.0,4577.0,5521.0,6748.0,9835.0,27374.0
999,11.96,14.15,24.39,39.22,55.39,60.79,47.35,99.9,227.1,92.45,129.49,168.28,266.95,287.16,365.74,408.83,572.73,641.03,615.75,988.07,2084.36,2105.0,3210.0,3455.0,4334.0,4580.0,5524.0,6753.0,9842.0,27391.0
998,11.96,14.16,24.4,39.24,55.41,60.82,47.38,99.95,227.23,92.49,129.55,168.36,267.09,287.31,365.93,409.06,573.04,641.46,616.09,988.62,2085.57,2106.0,3212.0,3457.0,4336.0,4582.0,5527.0,6757.0,9848.0,27408.0
997,11.97,14.17,24.41,39.26,55.44,60.86,47.4,100.01,227.35,92.54,129.62,168.44,267.23,287.46,366.13,409.3,573.36,641.9,616.43,989.18,2086.78,2107.0,3214.0,3459.0,4339.0,4585.0,5531.0,6761.0,9855.0,27425.0
996,11.97,14.18,24.42,39.27,55.47,60.89,47.43,100.07,227.48,92.59,129.68,168.52,267.36,287.6,366.32,409.53,573.67,642.33,616.77,989.74,2087.99,2108.0,3216.0,3461.0,4341.0,4588.0,5534.0,6765.0,9861.0,27442.0
995,11.98,14.18,24.43,39.29,55.5,60.93,47.45,100.12,227.61,92.63,129.74,168.6,267.5,287.75,366.51,409.77,573.99,642.77,617.11,990.29,2089.2,2110.0,3218.0,3463.0,4344.0,4590.0,5537.0,6769.0,9868.0,27459.0
994,11.98,14.19,24.44,39.31,55.52,60.96,47.48,100.18,227.73,92.68,129.8,168.68,267.64,287.9,366.71,410.01,574.3,643.21,617.45,990.85,2090.42,2111.0,3219.0,3465.0,4346.0,4593.0,5541.0,6774.0,9874.0,27476.0
993,11.99,14.2,24.45,39.33,55.55,60.99,47.5,100.23,227.86,92.72,129.86,168.77,267.77,288.04,366.9,410.24,574.62,643.64,617.8,991.41,2091.63,2112.0,3221.0,3467.0,4349.0,4596.0,5544.0,6778.0,9881.0,27493.0
992,11.99,14.21,24.46,39.35,55.58,61.03,47.53,100.29,227.99,92.77,129.92,168.85,267.91,288.19,367.09,410.48,574.93,644.08,618.14,991.97,2092.84,2113.0,3223.0,3469.0,4351.0,4598.0,5547.0,6782.0,9887.0,27510.0
991,11.99,14.22,24.47,39.37,55.61,61.06,47.55,100.35,228.11,92.82,129.98,168.93,268.05,288.34,367.28,410.72,575.25,644.52,618.48,992.53,2094.05,2114.0,3225.0,3471.0,4354.0,4601.0,5551.0,6786.0,9894.0,27527.0
990,12.01,14.22,24.48,39.39,55.63,61.1,47.58,100.4,228.24,92.86,130.04,169.01,268.19,288.48,367.48,410.95,575.56,644.95,618.82,993.09,2095.27,2116.0,3227.0,3473.0,4357.0,4604.0,5554.0,6790.0,9900.0,27544.0
989,12.01,14.23,24.49,39.41,55.66,61.13,47.6,100.46,228.37,92.91,130.1,169.09,268.32,288.63,367.67,411.19,575.88,645.39,619.16,993.65,2096.48,2117.0,3229.0,3475.0,4359.0,4606.0,5557.0,6795.0,9907.0,27561.0
988,12.02,14.24,24.5,39.43,55.69,61.17,47.63,100.52,228.5,92.95,130.16,169.17,268.46,288.78,367.86,411.43,576.19,645.83,619.51,994.2,2097.7,2118.0,3231.0,3477.0,4362.0,4609.0,5561.0,6799.0,9913.0,27578.0
987,12.02,14.25,24.51,39.45,55.72,61.2,47.66,100.57,228.62,93.0,130.22,169.25,268.6,288.93,368.06,411.66,576.51,646.26,619.85,994.76,2098.91,2119.0,3232.0,3479.0,4364.0,4612.0,5564.0,6803.0,9920.0,27595.0
986,12.03,14.26,24.52,39.46,55.74,61.24,47.68,100.63,228.75,93.05,130.28,169.34,268.73,289.07,368.25,411.9,576.82,646.7,620.19,995.32,2100.13,2120.0,3234.0,3481.0,4367.0,4614.0,5567.0,6807.0,9926.0,27612.0
985,12.03,14.26,24.53,39.48,55.77,61.27,47.71,100.68,228.88,93.09,130.34,169.42,268.87,289.22,368.44,412.14,577.14,647.14,620.53,995.88,2101.35,2122.0,3236.0,3483.0,4369.0,4617.0,5571.0,6811.0,9933.0,27629.0
984,12.04,14.27,24.55,39.5,55.8,61.31,47.73,100.74,229.0,93.14,130.4,169.5,269.01,289.37,368.64,412.38,577.46,647.58,620.88,996.45,2102.57,2123.0,3238.0,3485.0,4372.0,4620.0,5574.0,6816.0,9940.0,27646.0
983,12.04,14.28,24.56,39.52,55.83,61.34,47.76,100.8,229.13,93.18,130.46,169.58,269.15,289.52,368.83,412.61,577.77,648.02,621.22,997.01,2103.78,2124.0,3240.0,3487.0,4374.0,4622.0,5577.0,6820.0,9946.0,27663.0
982,12.05,14.29,24.57,39.54,55.85,61.38,47.78,100.85,229.26,93.23,130.52,169.66,269.29,289.66,369.03,412.85,578.09,648.45,621.56,997.57,2105.0,2125.0,3242.0,3489.0,4377.0,4625.0,5581.0,6824.0,9953.0,27680.0
981,12.05,14.3,24.58,39.56,55.88,61.41,47.81,100.91,229.39,93.28,130.59,169.74,269.42,289.81,369.22,413.09,578.41,648.89,621.91,998.13,2106.22,2126.0,3244.0,3491.0,4379.0,4628.0,5584.0,6828.0,9959.0,27697.0
980,12.06,14.3,24.59,39.58,55.91,61.45,47.83,100.97,229.52,93.32,130.65,169.82,269.56,289.96,369.41,413.33,578.72,649.33,622.25,998.69,2107.44,2128.0,3246.0,3493.0,4382.0,4631.0,5587.0,6833.0,9966.0,27714.0
979,12.06,14.31,24.6,39.6,55.94,61.48,47.86,101.02,229.64,93.37,130.71,169.91,269.7,290.11,369.61,413.57,579.04,649.77,622.6,999.25,2108.67,2129.0,3247.0,3495.0,4384.0,4633.0,5591.0,6837.0,9972.0,27731.0
978,12.07,14.32,24.61,39.62,55.96,61.52,47.89,101.08,229.77,93.42,130.77,169.99,269.84,290.26,369.8,413.8,579.36,650.21,622.94,999.81,2109.89,2130.0,3249.0,3497.0,4387.0,4636.0,5594.0,6841.0,9979.0,27748.0
977,12.07,14.33,24.62,39.64,55.99,61.55,47.91,101.14,229.9,93.46,130.83,170.07,269.98,290.4,370.0,414.04,579.67,650.65,623.28,1000.38,2111.11,2131.0,3251.0,3499.0,4389.0,4639.0,5597.0,6845.0,9985.0,27765.0
976,12.08,14.34,24.63,39.65,56.02,61.59,47.94,101.19,230.03,93.51,130.89,170.15,270.11,290.55,370.19,414.28,579.99,651.09,623.63,1000.94,2112.33,2132.0,3253.0,3502.0,4392.0,4641.0,5601.0,6849.0,9992.0,27782.0
975,12.08,14.34,24.64,39.67,56.05,61.62,47.96,101.25,230.16,93.55,130.95,170.23,270.25,290.7,370.39,414.52,580.31,651.53,623.97,1001.5,2113.56,2134.0,3255.0,3504.0,4395.0,4644.0,5604.0,6854.0,9999.0,27799.0
974,12.09,14.35,24.65,39.69,56.07,61.66,47.99,101.31,230.28,93.6,131.01,170.32,270.39,290.85,370.58,414.76,580.63,651.97,624.32,1002.07,2114.78,2135.0,3257.0,3506.0,4397.0,4647.0,5607.0,6858.0,10005.0,27817.0
973,12.09,14.36,24.66,39.71,56.1,61.69,48.01,101.37,230.41,93.65,131.07,170.4,270.53,291.0,370.78,415.0,580.95,652.41,624.66,1002.63,2116.0,2136.0,3259.0,3508.0,4400.0,4649.0,5611.0,6862.0,10012.0,27834.0
972,12.1,14.37,24.67,39.73,56.13,61.73,48.04,101.42,230.54,93.69,131.13,170.48,270.67,291.15,370.97,415.24,581.26,652.85,625.01,1003.19,2117.23,2137.0,3261.0,3510.0,4402.0,4652.0,5614.0,6866.0,10018.0,27851.0
971,12.1,14.38,24.68,39.75,56.16,61.76,48.07,101.48,230.67,93.74,131.2,170.56,270.81,291.3,371.17,415.48,581.58,653.29,625.35,1003.76,2118.46,2139.0,3262.0,3512.0,4405.0,4655.0,5618.0,6871.0,10025.0,27868.0
970,12.11,14.38,24.69,39.77,56.18,61.8,48.09,101.54,230.8,93.79,131.26,170.64,270.94,291.44,371.36,415.72,581.9,653.73,625.7,1004.32,2119.68,2140.0,3264.0,3514.0,4407.0,4657.0,5621.0,6875.0,10031.0,27885.0
969,12.11,14.39,24.71,39.79,56.21,61.83,48.12,101.59,230.93,93.83,131.32,170.73,271.08,291.59,371.56,415.95,582.22,654.18,626.05,1004.89,2120.91,2141.0,3266.0,3516.0,4410.0,4660.0,5624.0,6879.0,10038.0,27902.0
968,12.12,14.4,24.72,39.81,56.24,61.87,48.14,101.65,231.05,93.88,131.38,170.81,271.22,291.74,371.75,416.19,582.54,654.62,626.39,1005.45,2122.14,2142.0,3268.0,3518.0,4412.0,4663.0,5628.0,6883.0,10045.0,27920.0
967,12.12,14.41,24.73,39.83,56.27,61.9,48.17,101.71,231.18,93.93,131.44,170.89,271.36,291.89,371.95,416.43,582.86,655.06,626.74,1006.02,2123.37,2143.0,3270.0,3520.0,4415.0,4666.0,5631.0,6888.0,10051.0,27937.0
966,12.13,14.42,24.74,39.85,56.3,61.94,48.19,101.76,231.31,93.97,131.5,170.97,271.5,292.04,372.14,416.67,583.18,655.5,627.08,1006.59,2124.6,2145.0,3272.0,3522.0,4417.0,4668.0,5634.0,6892.0,10058.0,27954.0
965,12.13,14.42,24.75,39.87,56.32,61.97,48.22,101.82,231.44,94.02,131.56,171.06,271.64,292.19,372.34,416.91,583.5,655.94,627.43,1007.15,2125.83,2146.0,3274.0,3524.0,4420.0,4671.0,5638.0,6896.0,10064.0,27971.0
964,12.14,14.43,24.76,39.89,56.35,62.01,48.25,101.88,231.57,94.07,131.62,171.14,271.78,292.34,372.53,417.15,583.82,656.39,627.78,1007.72,2127.06,2147.0,3276.0,3526.0,4423.0,4674.0,5641.0,6900.0,10071.0,27988.0
963,12.14,14.44,24.77,39.9,56.38,62.04,48.27,101.93,231.7,94.11,131.69,171.22,271.92,292.49,372.73,417.39,584.14,656.83,628.12,1008.28,2128.29,2148.0,3277.0,3528.0,4425.0,4676.0,5645.0,6905.0,10078.0,28006.0
962,12.15,14.45,24.78,39.92,56.41,62.08,48.3,101.99,231.83,94.16,131.75,171.3,272.06,292.64,372.93,417.63,584.46,657.27,628.47,1008.85,2129.52,2150.0,3279.0,3530.0,4428.0,4679.0,5648.0,6909.0,10084.0,28023.0
961,12.15,14.46,24.79,39.94,56.44,62.12,48.32,102.05,231.96,94.21,131.81,171.39,272.2,292.79,373.12,417.87,584.78,657.72,628.82,1009.42,2130.75,2151.0,3281.0,3532.0,4430.0,4682.0,5651.0,6913.0,10091.0,28040.0
960,12.16,14.46,24.8,39.96,56.46,62.15,48.35,102.11,232.08,94.25,131.87,171.47,272.34,292.94,373.32,418.11,585.1,658.16,629.16,1009.99,2131.98,2152.0,3283.0,3534.0,4433.0,4685.0,5655.0,6918.0,10097.0,28057.0
959,12.16,14.47,24.81,39.98,56.49,62.19,48.38,102.16,232.21,94.3,131.93,171.55,272.47,293.08,373.51,418.36,585.42,658.6,629.51,1010.55,2133.22,2153.0,3285.0,3536.0,4435.0,4687.0,5658.0,6922.0,10104.0,28075.0
958,12.17,14.48,24.82,40.0,56.52,62.22,48.4,102.22,232.34,94.35,131.99,171.63,272.61,293.23,373.71,418.6,585.74,659.05,629.86,1011.12,2134.45,2154.0,3287.0,3538.0,4438.0,4690.0,5661.0,6926.0,10111.0,28092.0
957,12.17,14.49,24.83,40.02,56.55,62.26,48.43,102.28,232.47,94.39,132.05,171.72,272.75,293.38,373.91,418.84,586.06,659.49,630.21,1011.69,2135.69,2156.0,3289.0,3540.0,4441.0,4693.0,5665.0,6930.0,10117.0,28109.0
