Points,100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km
1112,10.28,13.75,20.7,32.54,45.99,50.37,39.5,82.87,185.25,75.95,107.05,138.24,219.62,237.0,302.19,330.3,470.61,512.41,507.08,807.31,1693.24,1699.0,2600.0,2799.0,3515.0,3718.0,4481.0,5476.0,7969.0,23499.0
1111,10.28,13.75,20.71,32.56,46.01,50.39,39.51,82.9,185.32,75.97,107.09,138.29,219.69,237.08,302.3,330.45,470.78,512.63,507.26,807.6,1693.89,1699.0,2601.0,2800.0,3516.0,3719.0,4483.0,5479.0,7973.0,23510.0
1110,10.28,13.76,20.71,32.57,46.02,50.41,39.53,82.93,185.38,76.0,107.12,138.33,219.77,237.16,302.4,330.59,470.95,512.86,507.44,807.88,1694.55,1700.0,2602.0,2801.0,3518.0,3721.0,4485.0,5481.0,7976.0,23522.0
1109,10.28,13.76,20.72,32.58,46.04,50.43,39.54,82.96,185.45,76.02,107.16,138.38,219.84,237.24,302.5,330.74,471.11,513.09,507.61,808.17,1695.21,1701.0,2603.0,2802.0,3519.0,3722.0,4487.0,5483.0,7980.0,23533.0
1108,10.29,13.77,20.73,32.59,46.05,50.45,39.55,82.98,185.52,76.05,107.19,138.42,219.92,237.32,302.6,330.89,471.28,513.32,507.79,808.45,1695.86,1701.0,2604.0,2804.0,3520.0,3724.0,4488.0,5485.0,7983.0,23544.0
1107,10.29,13.77,20.73,32.6,46.07,50.47,39.57,83.01,185.59,76.07,107.22,138.47,219.99,237.4,302.7,331.04,471.45,513.55,507.97,808.74,1696.52,1702.0,2605.0,2805.0,3522.0,3725.0,4490.0,5488.0,7986.0,23556.0
1106,10.29,13.78,20.74,32.61,46.08,50.49,39.58,83.04,185.65,76.1,107.26,138.52,220.07,237.48,302.8,331.19,471.61,513.78,508.15,809.02,1697.17,1703.0,2606.0,2806.0,3523.0,3727.0,4492.0,5490.0,7990.0,23567.0
1105,10.3,13.78,20.75,32.62,46.1,50.51,39.59,83.07,185.72,76.12,107.29,138.56,220.14,237.56,302.91,331.34,471.78,514.01,508.33,809.31,1697.83,1703.0,2607.0,2807.0,3525.0,3728.0,4494.0,5492.0,7993.0,23578.0
1104,10.3,13.79,20.75,32.63,46.11,50.53,39.61,83.1,185.79,76.15,107.32,138.61,220.22,237.65,303.01,331.49,471.95,514.24,508.51,809.59,1698.49,1704.0,2608.0,2808.0,3526.0,3730.0,4496.0,5494.0,7997.0,23590.0
1103,10.3,13.8,20.76,32.64,46.13,50.55,39.62,83.12,185.85,76.17,107.36,138.65,220.29,237.73,303.11,331.64,472.11,514.46,508.69,809.88,1699.15,1705.0,2609.0,2809.0,3527.0,3731.0,4498.0,5497.0,8000.0,23601.0
1102,10.31,13.8,20.77,32.66,46.14,50.57,39.64,83.15,185.92,76.2,107.39,138.7,220.37,237.81,303.21,331.78,472.28,514.69,508.87,810.16,1699.8,1705.0,2610.0,2810.0,3529.0,3733.0,4499.0,5499.0,8004.0,23612.0
1101,10.31,13.81,20.77,32.67,46.16,50.59,39.65,83.18,185.99,76.22,107.43,138.75,220.44,237.89,303.31,331.93,472.45,514.92,509.05,810.45,1700.46,1706.0,2611.0,2811.0,3530.0,3734.0,4501.0,5501.0,8007.0,23624.0
1100,10.31,13.81,20.78,32.68,46.17,50.61,39.66,83.21,186.06,76.25,107.46,138.79,220.52,237.97,303.42,332.08,472.61,515.15,509.23,810.73,1701.12,1707.0,2612.0,2812.0,3532.0,3736.0,4503.0,5504.0,8011.0,23635.0
1099,10.32,13.82,20.79,32.69,46.19,50.63,39.68,83.23,186.12,76.27,107.49,138.84,220.59,238.05,303.52,332.23,472.78,515.38,509.41,811.02,1701.78,1707.0,2613.0,2813.0,3533.0,3737.0,4505.0,5506.0,8014.0,23646.0
1098,10.32,13.82,20.79,32.7,46.2,50.65,39.69,83.26,186.19,76.3,107.53,138.88,220.66,238.13,303.62,332.38,472.95,515.61,509.59,811.31,1702.44,1708.0,2614.0,2815.0,3535.0,3739.0,4507.0,5508.0,8017.0,23658.0
1097,10.32,13.83,20.8,32.71,46.22,50.67,39.7,83.29,186.26,76.32,107.56,138.93,220.74,238.21,303.72,332.53,473.11,515.84,509.77,811.59,1703.1,1709.0,2615.0,2816.0,3536.0,3740.0,4509.0,5510.0,8021.0,23669.0
1096,10.32,13.83,20.81,32.72,46.23,50.69,39.72,83.32,186.32,76.35,107.6,138.98,220.81,238.29,303.83,332.68,473.28,516.07,509.95,811.88,1703.76,1709.0,2616.0,2817.0,3537.0,3742.0,4510.0,5513.0,8024.0,23680.0
1095,10.33,13.84,20.81,32.73,46.25,50.71,39.73,83.34,186.39,76.37,107.63,139.02,220.89,238.37,303.93,332.83,473.45,516.3,510.13,812.17,1704.42,1710.0,2617.0,2818.0,3539.0,3743.0,4512.0,5515.0,8028.0,23692.0
1094,10.33,13.84,20.82,32.74,46.26,50.73,39.74,83.37,186.46,76.4,107.66,139.07,220.96,238.45,304.03,332.98,473.62,516.53,510.31,812.45,1705.08,1711.0,2618.0,2819.0,3540.0,3745.0,4514.0,5517.0,8031.0,23703.0
1093,10.33,13.85,20.83,32.76,46.28,50.75,39.76,83.4,186.53,76.42,107.7,139.11,221.04,238.53,304.13,333.13,473.78,516.76,510.49,812.74,1705.74,1711.0,2619.0,2820.0,3542.0,3746.0,4516.0,5520.0,8035.0,23714.0
1092,10.34,13.86,20.83,32.77,46.29,50.77,39.77,83.43,186.59,76.45,107.73,139.16,221.11,238.61,304.23,333.28,473.95,516.99,510.67,813.03,1706.4,1712.0,2620.0,2821.0,3543.0,3748.0,4518.0,5522.0,8038.0,23726.0
1091,10.34,13.86,20.84,32.78,46.31,50.79,39.78,83.45,186.66,76.47,107.76,139.21,221.19,238.69,304.34,333.43,474.12,517.22,510.85,813.31,1707.06,1713.0,2621.0,2822.0,3544.0,3749.0,4520.0,5524.0,8042.0,23737.0
1090,10.34,13.87,20.85,32.79,46.32,50.81,39.8,83.48,186.73,76.5,107.8,139.25,221.26,238.77,304.44,333.58,474.29,517.45,511.03,813.6,1707.72,1713.0,2622.0,2823.0,3546.0,3751.0,4521.0,5526.0,8045.0,23749.0
1089,10.35,13.87,20.85,32.8,46.34,50.84,39.81,83.51,186.8,76.52,107.83,139.3,221.34,238.85,304.54,333.73,474.45,517.68,511.21,813.89,1708.38,1714.0,2623.0,2825.0,3547.0,3752.0,4523.0,5529.0,8049.0,23760.0
1088,10.35,13.88,20.86,32.81,46.35,50.86,39.83,83.54,186.86,76.55,107.87,139.35,221.41,238.93,304.64,333.88,474.62,517.91,511.39,814.18,1709.05,1715.0,2624.0,2826.0,3549.0,3754.0,4525.0,5531.0,8052.0,23771.0
1087,10.35,13.88,20.87,32.82,46.37,50.88,39.84,83.57,186.93,76.57,107.9,139.39,221.49,239.02,304.75,334.03,474.79,518.14,511.57,814.46,1709.71,1715.0,2625.0,2827.0,3550.0,3755.0,4527.0,5533.0,8056.0,23783.0
1086,10.35,13.89,20.87,32.83,46.38,50.9,39.85,83.59,187.0,76.6,107.94,139.44,221.57,239.1,304.85,334.18,474.96,518.38,511.75,814.75,1710.37,1716.0,2626.0,2828.0,3551.0,3757.0,4529.0,5536.0,8059.0,23794.0
1085,10.36,13.89,20.88,32.85,46.4,50.92,39.87,83.62,187.07,76.62,107.97,139.48,221.64,239.18,304.95,334.33,475.13,518.61,511.94,815.04,1711.03,1717.0,2627.0,2829.0,3553.0,3758.0,4531.0,5538.0,8063.0,23806.0
1084,10.36,13.9,20.89,32.86,46.41,50.94,39.88,83.65,187.14,76.65,108.0,139.53,221.72,239.26,305.06,334.48,475.29,518.84,512.12,815.33,1711.7,1717.0,2628.0,2830.0,3554.0,3760.0,4533.0,5540.0,8066.0,23817.0
1083,10.36,13.9,20.89,32.87,46.43,50.96,39.89,83.68,187.2,76.67,108.04,139.58,221.79,239.34,305.16,334.63,475.46,519.07,512.3,815.62,1712.36,1718.0,2629.0,2831.0,3556.0,3761.0,4534.0,5543.0,8069.0,23829.0
1082,10.37,13.91,20.9,32.88,46.44,50.98,39.91,83.7,187.27,76.7,108.07,139.62,221.87,239.42,305.26,334.78,475.63,519.3,512.48,815.9,1713.02,1719.0,2630.0,2832.0,3557.0,3763.0,4536.0,5545.0,8073.0,23840.0
1081,10.37,13.92,20.91,32.89,46.46,51.0,39.92,83.73,187.34,76.72,108.11,139.67,221.94,239.5,305.36,334.93,475.8,519.53,512.66,816.19,1713.69,1719.0,2631.0,2834.0,3559.0,3764.0,4538.0,5547.0,8076.0,23851.0
1080,10.37,13.92,20.91,32.9,46.47,51.02,39.94,83.76,187.41,76.75,108.14,139.72,222.02,239.58,305.47,335.08,475.97,519.76,512.84,816.48,1714.35,1720.0,2632.0,2835.0,3560.0,3766.0,4540.0,5549.0,8080.0,23863.0
1079,10.38,13.93,20.92,32.91,46.49,51.04,39.95,83.79,187.47,76.77,108.17,139.76,222.09,239.66,305.57,335.23,476.14,520.0,513.02,816.77,1715.02,1721.0,2634.0,2836.0,3561.0,3767.0,4542.0,5552.0,8083.0,23874.0
1078,10.38,13.93,20.93,32.92,46.5,51.06,39.96,83.82,187.54,76.8,108.21,139.81,222.17,239.75,305.67,335.38,476.31,520.23,513.2,817.06,1715.68,1721.0,2635.0,2837.0,3563.0,3769.0,4544.0,5554.0,8087.0,23886.0
1077,10.38,13.94,20.93,32.94,46.52,51.08,39.98,83.84,187.61,76.82,108.24,139.86,222.24,239.83,305.78,335.53,476.47,520.46,513.39,817.35,1716.35,1722.0,2636.0,2838.0,3564.0,3770.0,4545.0,5556.0,8090.0,23897.0
1076,10.39,13.94,20.94,32.95,46.53,51.1,39.99,83.87,187.68,76.85,108.28,139.9,222.32,239.91,305.88,335.68,476.64,520.69,513.57,817.64,1717.01,1723.0,2637.0,2839.0,3566.0,3772.0,4547.0,5559.0,8094.0,23909.0
1075,10.39,13.95,20.95,32.96,46.55,51.12,40.0,83.9,187.75,76.87,108.31,139.95,222.39,239.99,305.98,335.83,476.81,520.92,513.75,817.93,1717.68,1723.0,2638.0,2840.0,3567.0,3773.0,4549.0,5561.0,8097.0,23920.0
1074,10.39,13.95,20.95,32.97,46.56,51.14,40.02,83.93,187.81,76.9,108.35,140.0,222.47,240.07,306.09,335.98,476.98,521.15,513.93,818.22,1718.35,1724.0,2639.0,2841.0,3569.0,3775.0,4551.0,5563.0,8101.0,23932.0
1073,10.39,13.96,20.96,32.98,46.58,51.16,40.03,83.96,187.88,76.92,108.38,140.04,222.55,240.15,306.19,336.13,477.15,521.39,514.11,818.51,1719.01,1725.0,2640.0,2842.0,3570.0,3776.0,4553.0,5566.0,8104.0,23943.0
1072,10.4,13.97,20.97,32.99,46.59,51.19,40.04,83.98,187.95,76.95,108.41,140.09,222.62,240.23,306.29,336.28,477.32,521.62,514.3,818.8,1719.68,1725.0,2641.0,2844.0,3571.0,3778.0,4555.0,5568.0,8108.0,23955.0
1071,10.4,13.97,20.98,33.0,46.61,51.21,40.06,84.01,188.02,76.97,108.45,140.13,222.7,240.32,306.4,336.43,477.49,521.85,514.48,819.09,1720.35,1726.0,2642.0,2845.0,3573.0,3779.0,4557.0,5570.0,8111.0,23966.0
1070,10.4,13.98,20.98,33.01,46.62,51.23,40.07,84.04,188.09,77.0,108.48,140.18,222.77,240.4,306.5,336.58,477.66,522.08,514.66,819.37,1721.01,1726.0,2643.0,2846.0,3574.0,3781.0,4558.0,5573.0,8115.0,23978.0
1069,10.41,13.98,20.99,33.03,46.64,51.25,40.09,84.07,188.15,77.02,108.52,140.23,222.85,240.48,306.6,336.74,477.83,522.32,514.84,819.67,1721.68,1727.0,2644.0,2847.0,3576.0,3782.0,4560.0,5575.0,8118.0,23989.0
1068,10.41,13.99,21.0,33.04,46.65,51.27,40.1,84.1,188.22,77.05,108.55,140.27,222.93,240.56,306.71,336.89,478.0,522.55,515.03,819.96,1722.35,1728.0,2645.0,2848.0,3577.0,3784.0,4562.0,5577.0,8122.0,24001.0
1067,10.41,13.99,21.0,33.05,46.67,51.29,40.11,84.12,188.29,77.08,108.59,140.32,223.0,240.64,306.81,337.04,478.17,522.78,515.21,820.25,1723.02,1728.0,2646.0,2849.0,3578.0,3785.0,4564.0,5580.0,8125.0,24012.0
1066,10.42,14.0,21.01,33.06,46.68,51.31,40.13,84.15,188.36,77.1,108.62,140.37,223.08,240.72,306.91,337.19,478.34,523.02,515.39,820.54,1723.69,1729.0,2647.0,2850.0,3580.0,3787.0,4566.0,5582.0,8129.0,24024.0
1065,10.42,14.0,21.02,33.07,46.7,51.33,40.14,84.18,188.43,77.13,108.65,140.41,223.15,240.81,307.02,337.34,478.51,523.25,515.57,820.83,1724.36,1730.0,2648.0,2851.0,3581.0,3788.0,4568.0,5584.0,8132.0,24035.0
1064,10.42,14.01,21.02,33.08,46.71,51.35,40.15,84.21,188.5,77.15,108.69,140.46,223.23,240.89,307.12,337.49,478.67,523.48,515.76,821.12,1725.03,1730.0,2649.0,2853.0,3583.0,3790.0,4570.0,5587.0,8136.0,24047.0
1063,10.43,14.01,21.03,33.09,46.73,51.37,40.17,84.24,188.56,77.18,108.72,140.51,223.31,240.97,307.23,337.64,478.84,523.72,515.94,821.41,1725.7,1731.0,2650.0,2854.0,3584.0,3791.0,4572.0,5589.0,8139.0,24058.0
1062,10.43,14.02,21.04,33.11,46.74,51.39,40.18,84.26,188.63,77.2,108.76,140.56,223.38,241.05,307.33,337.8,479.01,523.95,516.12,821.7,1726.37,1732.0,2651.0,2855.0,3586.0,3793.0,4573.0,5591.0,8143.0,24070.0
1061,10.43,14.03,21.04,33.12,46.76,51.41,40.2,84.29,188.7,77.23,108.79,140.6,223.46,241.13,307.43,337.95,479.18,524.18,516.3,821.99,1727.04,1732.0,2652.0,2856.0,3587.0,3794.0,4575.0,5593.0,8146.0,24081.0
1060,10.43,14.03,21.05,33.13,46.77,51.43,40.21,84.32,188.77,77.25,108.83,140.65,223.53,241.22,307.54,338.1,479.35,524.42,516.49,822.28,1727.71,1733.0,2653.0,2857.0,3589.0,3796.0,4577.0,5596.0,8150.0,24093.0
1059,10.44,14.04,21.06,33.14,46.79,51.45,40.22,84.35,188.84,77.28,108.86,140.7,223.61,241.3,307.64,338.25,479.52,524.65,516.67,822.57,1728.38,1734.0,2654.0,2858.0,3590.0,3797.0,4579.0,5598.0,8153.0,24105.0
1058,10.44,14.04,21.06,33.15,46.8,51.48,40.24,84.38,188.91,77.3,108.9,140.74,223.69,241.38,307.75,338.4,479.7,524.88,516.85,822.86,1729.05,1734.0,2655.0,2859.0,3591.0,3799.0,4581.0,5600.0,8157.0,24116.0
1057,10.44,14.05,21.07,33.16,46.82,51.5,40.25,84.41,188.98,77.33,108.93,140.79,223.76,241.46,307.85,338.56,479.87,525.12,517.04,823.16,1729.72,1735.0,2656.0,2860.0,3593.0,3800.0,4583.0,5603.0,8160.0,24128.0
1056,10.45,14.05,21.08,33.17,46.83,51.52,40.27,84.43,189.04,77.35,108.97,140.84,223.84,241.54,307.95,338.71,480.04,525.35,517.22,823.45,1730.39,1736.0,2657.0,2862.0,3594.0,3802.0,4585.0,5605.0,8164.0,24139.0
1055,10.45,14.06,21.08,33.18,46.85,51.54,40.28,84.46,189.11,77.38,109.0,140.88,223.91,241.63,308.06,338.86,480.21,525.59,517.4,823.74,1731.07,1737.0,2658.0,2863.0,3596.0,3803.0,4586.0,5607.0,8167.0,24151.0
1054,10.45,14.06,21.09,33.2,46.87,51.56,40.29,84.49,189.18,77.4,109.03,140.93,223.99,241.71,308.16,339.01,480.38,525.82,517.59,824.03,1731.74,1737.0,2660.0,2864.0,3597.0,3805.0,4588.0,5610.0,8171.0,24162.0
1053,10.46,14.07,21.1,33.21,46.88,51.58,40.31,84.52,189.25,77.43,109.07,140.98,224.07,241.79,308.27,339.16,480.55,526.06,517.77,824.32,1732.41,1738.0,2661.0,2865.0,3599.0,3806.0,4590.0,5612.0,8174.0,24174.0
1052,10.46,14.08,21.1,33.22,46.9,51.6,40.32,84.55,189.32,77.46,109.1,141.02,224.14,241.87,308.37,339.32,480.72,526.29,517.96,824.62,1733.09,1739.0,2662.0,2866.0,3600.0,3808.0,4592.0,5614.0,8178.0,24186.0
1051,10.46,14.08,21.11,33.23,46.91,51.62,40.33,84.57,189.39,77.48,109.14,141.07,224.22,241.95,308.48,339.47,480.89,526.53,518.14,824.91,1733.76,1739.0,2663.0,2867.0,3601.0,3810.0,4594.0,5617.0,8182.0,24197.0
1050,10.47,14.09,21.12,33.24,46.93,51.64,40.35,84.6,189.46,77.51,109.17,141.12,224.3,242.04,308.58,339.62,481.06,526.76,518.32,825.2,1734.43,1740.0,2664.0,2868.0,3603.0,3811.0,4596.0,5619.0,8185.0,24209.0
1049,10.47,14.09,21.13,33.25,46.94,51.66,40.36,84.63,189.53,77.53,109.21,141.17,224.37,242.12,308.68,339.77,481.23,526.99,518.51,825.5,1735.11,1741.0,2665.0,2870.0,3604.0,3813.0,4598.0,5621.0,8189.0,24221.0
1048,10.47,14.1,21.13,33.26,46.96,51.68,40.38,84.66,189.59,77.56,109.24,141.21,224.45,242.2,308.79,339.93,481.4,527.23,518.69,825.79,1735.78,1741.0,2666.0,2871.0,3606.0,3814.0,4600.0,5624.0,8192.0,24232.0
1047,10.48,14.1,21.14,33.28,46.97,51.7,40.39,84.69,189.66,77.58,109.28,141.26,224.53,242.28,308.89,340.08,481.57,527.47,518.88,826.08,1736.46,1742.0,2667.0,2872.0,3607.0,3816.0,4601.0,5626.0,8196.0,24244.0
1046,10.48,14.11,21.15,33.29,46.99,51.73,40.4,84.72,189.73,77.61,109.31,141.31,224.6,242.37,309.0,340.23,481.74,527.7,519.06,826.37,1737.13,1743.0,2668.0,2873.0,3609.0,3817.0,4603.0,5629.0,8199.0,24255.0
1045,10.48,14.11,21.15,33.3,47.0,51.75,40.42,84.74,189.8,77.63,109.35,141.35,224.68,242.45,309.1,340.39,481.92,527.94,519.25,826.67,1737.81,1743.0,2669.0,2874.0,3610.0,3819.0,4605.0,5631.0,8203.0,24267.0
1044,10.48,14.12,21.16,33.31,47.02,51.77,40.43,84.77,189.87,77.66,109.38,141.4,224.76,242.53,309.21,340.54,482.09,528.17,519.43,826.96,1738.48,1744.0,2670.0,2875.0,3612.0,3820.0,4607.0,5633.0,8206.0,24279.0
1043,10.49,14.13,21.17,33.32,47.03,51.79,40.45,84.8,189.94,77.68,109.42,141.45,224.83,242.61,309.31,340.69,482.26,528.41,519.61,827.26,1739.16,1745.0,2671.0,2876.0,3613.0,3822.0,4609.0,5636.0,8210.0,24290.0
1042,10.49,14.13,21.17,33.33,47.05,51.81,40.46,84.83,190.01,77.71,109.45,141.5,224.91,242.7,309.42,340.84,482.43,528.64,519.8,827.55,1739.84,1745.0,2672.0,2878.0,3614.0,3823.0,4611.0,5638.0,8213.0,24302.0
1041,10.49,14.14,21.18,33.34,47.06,51.83,40.47,84.86,190.08,77.74,109.49,141.54,224.99,242.78,309.52,341.0,482.6,528.88,519.98,827.84,1740.51,1746.0,2673.0,2879.0,3616.0,3825.0,4613.0,5640.0,8217.0,24314.0
1040,10.5,14.14,21.19,33.36,47.08,51.85,40.49,84.89,190.15,77.76,109.52,141.59,225.06,242.86,309.63,341.15,482.77,529.11,520.17,828.14,1741.19,1747.0,2674.0,2880.0,3617.0,3826.0,4615.0,5643.0,8220.0,24325.0
1039,10.5,14.15,21.19,33.37,47.09,51.87,40.5,84.92,190.22,77.79,109.56,141.64,225.14,242.95,309.73,341.3,482.95,529.35,520.35,828.43,1741.87,1747.0,2675.0,2881.0,3619.0,3828.0,4617.0,5645.0,8224.0,24337.0
1038,10.5,14.15,21.2,33.38,47.11,51.89,40.52,84.94,190.28,77.81,109.59,141.69,225.22,243.03,309.84,341.46,483.12,529.59,520.54,828.73,1742.54,1748.0,2676.0,2882.0,3620.0,3829.0,4618.0,5647.0,8228.0,24349.0
1037,10.51,14.16,21.21,33.39,47.13,51.91,40.53,84.97,190.35,77.84,109.63,141.73,225.29,243.11,309.94,341.61,483.29,529.82,520.72,829.02,1743.22,1749.0,2677.0,2883.0,3622.0,3831.0,4620.0,5650.0,8231.0,24360.0
1036,10.51,14.17,21.21,33.4,47.14,51.94,40.54,85.0,190.42,77.86,109.66,141.78,225.37,243.19,310.05,341.76,483.46,530.06,520.91,829.31,1743.9,1749.0,2678.0,2884.0,3623.0,3833.0,4622.0,5652.0,8235.0,24372.0
1035,10.51,14.17,21.22,33.41,47.16,51.96,40.56,85.03,190.49,77.89,109.7,141.83,225.45,243.28,310.15,341.92,483.63,530.3,521.09,829.61,1744.58,1750.0,2680.0,2885.0,3625.0,3834.0,4624.0,5654.0,8238.0,24384.0
1034,10.52,14.18,21.23,33.42,47.17,51.98,40.57,85.06,190.56,77.92,109.73,141.87,225.53,243.36,310.26,342.07,483.81,530.53,521.28,829.9,1745.26,1751.0,2681.0,2887.0,3626.0,3836.0,4626.0,5657.0,8242.0,24395.0
1033,10.52,14.18,21.24,33.44,47.19,52.0,40.59,85.09,190.63,77.94,109.77,141.92,225.6,243.44,310.36,342.23,483.98,530.77,521.47,830.2,1745.94,1751.0,2682.0,2888.0,3627.0,3837.0,4628.0,5659.0,8245.0,24407.0
1032,10.52,14.19,21.24,33.45,47.2,52.02,40.6,85.11,190.7,77.97,109.8,141.97,225.68,243.53,310.47,342.38,484.15,531.01,521.65,830.49,1746.62,1752.0,2683.0,2889.0,3629.0,3839.0,4630.0,5661.0,8249.0,24419.0
1031,10.53,14.19,21.25,33.46,47.22,52.04,40.61,85.14,190.77,77.99,109.83,142.02,225.76,243.61,310.57,342.53,484.32,531.24,521.84,830.79,1747.3,1753.0,2684.0,2890.0,3630.0,3840.0,4632.0,5664.0,8252.0,24431.0
1030,10.53,14.2,21.26,33.47,47.23,52.06,40.63,85.17,190.84,78.02,109.87,142.06,225.83,243.69,310.68,342.69,484.49,531.48,522.02,831.09,1747.98,1753.0,2685.0,2891.0,3632.0,3842.0,4634.0,5666.0,8256.0,24442.0
1029,10.53,14.2,21.26,33.48,47.25,52.08,40.64,85.2,190.91,78.04,109.9,142.11,225.91,243.78,310.78,342.84,484.67,531.72,522.21,831.38,1748.66,1754.0,2686.0,2892.0,3633.0,3843.0,4635.0,5669.0,8260.0,24454.0
1028,10.53,14.21,21.27,33.49,47.26,52.1,40.66,85.23,190.98,78.07,109.94,142.16,225.99,243.86,310.89,343.0,484.84,531.95,522.39,831.68,1749.34,1755.0,2687.0,2893.0,3635.0,3845.0,4637.0,5671.0,8263.0,24466.0
1027,10.54,14.22,21.28,33.51,47.28,52.13,40.67,85.26,191.05,78.1,109.98,142.21,226.07,243.94,311.0,343.15,485.01,532.19,522.58,831.97,1750.02,1755.0,2688.0,2895.0,3636.0,3846.0,4639.0,5673.0,8267.0,24478.0
1026,10.54,14.22,21.28,33.52,47.29,52.15,40.68,85.29,191.12,78.12,110.01,142.26,226.14,244.02,311.1,343.3,485.19,532.43,522.77,832.27,1750.7,1756.0,2689.0,2896.0,3638.0,3848.0,4641.0,5676.0,8270.0,24489.0
1025,10.54,14.23,21.29,33.53,47.31,52.17,40.7,85.31,191.19,78.15,110.05,142.3,226.22,244.11,311.21,343.46,485.36,532.67,522.95,832.57,1751.39,1757.0,2690.0,2897.0,3639.0,3849.0,4643.0,5678.0,8274.0,24501.0
1024,10.55,14.23,21.3,33.54,47.33,52.19,40.71,85.34,191.26,78.17,110.08,142.35,226.3,244.19,311.31,343.61,485.53,532.9,523.14,832.86,1752.07,1757.0,2691.0,2898.0,3641.0,3851.0,4645.0,5680.0,8277.0,24513.0
1023,10.55,14.24,21.3,33.55,47.34,52.21,40.73,85.37,191.33,78.2,110.12,142.4,226.38,244.28,311.42,343.77,485.7,533.14,523.33,833.16,1752.75,1758.0,2692.0,2899.0,3642.0,3853.0,4647.0,5683.0,8281.0,24525.0
1022,10.55,14.24,21.31,33.56,47.36,52.23,40.74,85.4,191.4,78.22,110.15,142.45,226.45,244.36,311.53,343.92,485.88,533.38,523.51,833.46,1753.43,1759.0,2693.0,2900.0,3644.0,3854.0,4649.0,5685.0,8285.0,24536.0
1021,10.56,14.25,21.32,33.57,47.37,52.25,40.75,85.43,191.47,78.25,110.19,142.49,226.53,244.44,311.63,344.08,486.05,533.62,523.7,833.75,1754.12,1759.0,2694.0,2902.0,3645.0,3856.0,4651.0,5687.0,8288.0,24548.0
1020,10.56,14.26,21.33,33.59,47.39,52.27,40.77,85.46,191.54,78.28,110.22,142.54,226.61,244.53,311.74,344.23,486.22,533.86,523.88,834.05,1754.8,1760.0,2695.0,2903.0,3646.0,3857.0,4653.0,5690.0,8292.0,24560.0
1019,10.56,14.26,21.33,33.6,47.4,52.29,40.78,85.49,191.61,78.3,110.26,142.59,226.69,244.61,311.84,344.39,486.4,534.1,524.07,834.35,1755.49,1761.0,2697.0,2904.0,3648.0,3859.0,4654.0,5692.0,8295.0,24572.0
1018,10.57,14.27,21.34,33.61,47.42,52.32,40.8,85.52,191.68,78.33,110.29,142.64,226.76,244.69,311.95,344.54,486.57,534.33,524.26,834.64,1756.17,1762.0,2698.0,2905.0,3649.0,3860.0,4656.0,5695.0,8299.0,24583.0
1017,10.57,14.27,21.35,33.62,47.43,52.34,40.81,85.54,191.75,78.35,110.33,142.68,226.84,244.78,312.06,344.7,486.75,534.57,524.45,834.94,1756.85,1762.0,2699.0,2906.0,3651.0,3862.0,4658.0,5697.0,8303.0,24595.0
1016,10.57,14.28,21.35,33.63,47.45,52.36,40.82,85.57,191.82,78.38,110.36,142.73,226.92,244.86,312.16,344.85,486.92,534.81,524.63,835.24,1757.54,1763.0,2700.0,2907.0,3652.0,3863.0,4660.0,5699.0,8306.0,24607.0
1015,10.58,14.28,21.36,33.64,47.47,52.38,40.84,85.6,191.89,78.41,110.4,142.78,227.0,244.94,312.27,345.01,487.09,535.05,524.82,835.54,1758.23,1764.0,2701.0,2908.0,3654.0,3865.0,4662.0,5702.0,8310.0,24619.0
1014,10.58,14.29,21.37,33.66,47.48,52.4,40.85,85.63,191.96,78.43,110.43,142.83,227.08,245.03,312.37,345.16,487.27,535.29,525.01,835.83,1758.91,1764.0,2702.0,2910.0,3655.0,3867.0,4664.0,5704.0,8313.0,24631.0
1013,10.58,14.3,21.37,33.67,47.5,52.42,40.87,85.66,192.03,78.46,110.47,142.88,227.15,245.11,312.48,345.32,487.44,535.53,525.19,836.13,1759.6,1765.0,2703.0,2911.0,3657.0,3868.0,4666.0,5706.0,8317.0,24643.0
1012,10.58,14.3,21.38,33.68,47.51,52.44,40.88,85.69,192.1,78.48,110.5,142.92,227.23,245.2,312.59,345.47,487.61,535.77,525.38,836.43,1760.28,1766.0,2704.0,2912.0,3658.0,3870.0,4668.0,5709.0,8320.0,24654.0
1011,10.59,14.31,21.39,33.69,47.53,52.46,40.89,85.72,192.17,78.51,110.54,142.97,227.31,245.28,312.69,345.63,487.79,536.01,525.57,836.73,1760.97,1766.0,2705.0,2913.0,3660.0,3871.0,4670.0,5711.0,8324.0,24666.0
1010,10.59,14.31,21.39,33.7,47.54,52.49,40.91,85.75,192.24,78.54,110.57,143.02,227.39,245.36,312.8,345.78,487.96,536.25,525.76,837.03,1761.66,1767.0,2706.0,2914.0,3661.0,3873.0,4672.0,5714.0,8328.0,24678.0
1009,10.59,14.32,21.4,33.71,47.56,52.51,40.92,85.77,192.31,78.56,110.61,143.07,227.47,245.45,312.91,345.94,488.14,536.49,525.94,837.33,1762.35,1768.0,2707.0,2915.0,3663.0,3874.0,4674.0,5716.0,8331.0,24690.0
