Points,100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km
1043,,13.81,23.93,38.39,54.20,59.28,46.25,1:37.45,3:41.59,1:30.45,2:06.87,2:44.76,4:21.00,4:40.78,5:57.37,6:38.56,9:19.06,10:22.10,10:00.92,16:03.84,33:51.74,34:13,52:10,56:09,1:10:24,1:14:24,1:29:40,1:49:30,2:39:20,7:24:14
1042,11.75,,23.94,38.41,54.22,59.31,46.27,1:37.51,3:41.71,1:30.50,2:06.93,2:44.84,4:21.14,4:40.93,5:57.56,6:38.79,9:19.37,10:22.52,10:01.26,16:04.39,33:52.92,34:14,52:12,56:11,1:10:27,1:14:26,1:29:43,1:49:34,2:39:26,7:24:31
1041,,13.82,23.95,38.43,54.25,59.35,46.30,1:37.56,3:41.84,1:30.54,2:06.99,2:44.92,4:21.27,4:41.07,5:57.75,6:39.02,9:19.68,10:22.95,10:01.59,16:04.93,33:54.11,34:15,52:13,56:13,1:10:29,1:14:29,1:29:46,1:49:38,2:39:32,7:24:48
1040,11.76,13.83,23.96,38.45,54.28,59.38,46.32,1:37.62,3:41.96,1:30.59,2:07.05,2:44.99,4:21.41,4:41.21,5:57.94,6:39.25,9:19.99,10:23.38,10:01.92,16:05.48,33:55.29,34:16,52:15,56:15,1:10:32,1:14:32,1:29:50,1:49:43,2:39:39,7:25:04
1039,,13.84,23.97,38.47,54.30,59.41,46.35,1:37.67,3:42.09,1:30.63,2:07.11,2:45.07,4:21.54,4:41.36,5:58.13,6:39.49,9:20.29,10:23.80,10:02.26,16:06.02,33:56.48,34:17,52:17,56:16,1:10:34,1:14:34,1:29:53,1:49:47,2:39:45,7:25:21
1038,11.77,13.85,23.98,38.49,54.33,59.45,46.37,1:37.73,3:42.21,1:30.68,2:07.16,2:45.15,4:21.67,4:41.50,5:58.31,6:39.72,9:20.60,10:24.23,10:02.59,16:06.57,33:57.66,34:18,52:19,56:18,1:10:37,1:14:37,1:29:56,1:49:51,2:39:51,7:25:37
1037,,,23.99,38.51,54.36,59.48,46.40,1:37.78,3:42.33,1:30.72,2:07.22,2:45.23,4:21.81,4:41.64,5:58.50,6:39.95,9:20.91,10:24.66,10:02.93,16:07.12,33:58.85,34:20,52:21,56:20,1:10:39,1:14:39,1:29:59,1:49:55,2:39:58,7:25:54
1036,11.78,13.86,24.0,38.52,54.38,59.52,46.42,1:37.84,3:42.46,1:30.77,2:07.28,2:45.31,4:21.94,4:41.79,5:58.69,6:40.18,9:21.22,10:25.08,10:03.26,16:07.66,34:00.04,34:21,52:22,56:22,1:10:42,1:14:42,1:30:03,1:49:59,2:40:04,7:26:11
1035,,13.87,24.01,38.54,54.41,59.55,46.45,1:37.89,3:42.58,1:30.81,2:07.34,2:45.39,4:22.08,4:41.93,5:58.88,6:40.41,9:21.53,10:25.51,10:03.60,16:08.21,34:01.22,34:22,52:24,56:24,1:10:44,1:14:45,1:30:06,1:50:03,2:40:11,7:26:27
1034,11.79,13.88,24.02,38.56,54.44,59.58,46.47,1:37.95,3:42.71,1:30.86,2:07.40,2:45.47,4:22.21,4:42.08,5:59.07,6:40.64,9:21.84,10:25.94,10:03.93,16:08.76,34:02.41,34:23,52:26,56:26,1:10:47,1:14:47,1:30:09,1:50:07,2:40:17,7:26:44
1033,,,24.03,38.58,54.46,59.62,46.50,1:38.01,3:42.83,1:30.90,2:07.46,2:45.55,4:22.34,4:42.22,5:59.26,6:40.88,9:22.14,10:26.37,10:04.26,16:09.30,34:03.60,34:24,52:28,56:28,1:10:49,1:14:50,1:30:12,1:50:11,2:40:23,7:27:00
1032,11.8,13.89,24.04,38.60,54.49,59.65,46.52,1:38.06,3:42.96,1:30.95,2:07.52,2:45.63,4:22.48,4:42.36,5:59.45,6:41.11,9:22.45,10:26.79,10:04.60,16:09.85,34:04.79,34:26,52:30,56:30,1:10:52,1:14:53,1:30:16,1:50:15,2:40:30,7:27:17
1031,,13.9,24.05,38.62,54.52,59.69,46.55,1:38.12,3:43.08,1:30.99,2:07.58,2:45.71,4:22.61,4:42.51,5:59.64,6:41.34,9:22.76,10:27.22,10:04.93,16:10.40,34:05.98,34:27,52:32,56:32,1:10:54,1:14:55,1:30:19,1:50:20,2:40:36,7:27:34
1030,11.81,13.91,24.06,38.64,54.55,59.72,46.57,1:38.17,3:43.21,1:31.04,2:07.64,2:45.79,4:22.75,4:42.65,5:59.83,6:41.57,9:23.07,10:27.65,10:05.27,16:10.95,34:07.17,34:28,52:33,56:34,1:10:56,1:14:58,1:30:22,1:50:24,2:40:42,7:27:50
1029,,13.92,24.07,38.65,54.57,59.75,46.60,1:38.23,3:43.33,1:31.08,2:07.70,2:45.87,4:22.88,4:42.80,6:00.02,6:41.80,9:23.38,10:28.08,10:05.61,16:11.49,34:08.36,34:29,52:35,56:36,1:10:59,1:15:00,1:30:25,1:50:28,2:40:49,7:28:07
1028,11.82,,24.08,38.67,54.60,59.79,46.62,1:38.28,3:43.45,1:31.13,2:07.76,2:45.95,4:23.02,4:42.94,6:00.21,6:42.04,9:23.69,10:28.51,10:05.94,16:12.04,34:09.55,34:30,52:37,56:38,1:11:01,1:15:03,1:30:29,1:50:32,2:40:55,7:28:24
1027,,13.93,24.09,38.69,54.63,59.82,46.65,1:38.34,3:43.58,1:31.17,2:07.82,2:46.03,4:23.15,4:43.09,6:00.39,6:42.27,9:24.00,10:28.94,10:06.28,16:12.59,34:10.74,34:31,52:39,56:40,1:11:04,1:15:06,1:30:32,1:50:36,2:41:02,7:28:40
1026,11.83,13.94,24.1,38.71,54.65,59.86,46.67,1:38.39,3:43.70,1:31.22,2:07.88,2:46.11,4:23.29,4:43.23,6:00.58,6:42.50,9:24.31,10:29.36,10:06.61,16:13.14,34:11.94,34:33,52:41,56:42,1:11:06,1:15:08,1:30:35,1:50:40,2:41:08,7:28:57
1025,,13.95,24.11,38.73,54.68,59.89,46.70,1:38.45,3:43.83,1:31.26,2:07.94,2:46.19,4:23.42,4:43.38,6:00.77,6:42.73,9:24.62,10:29.79,10:06.95,16:13.69,34:13.13,34:34,52:42,56:44,1:11:09,1:15:11,1:30:39,1:50:44,2:41:14,7:29:14
1024,,,24.12,38.75,54.71,59.93,46.72,1:38.50,3:43.95,1:31.31,2:08.00,2:46.27,4:23.56,4:43.52,6:00.96,6:42.97,9:24.93,10:30.22,10:07.29,16:14.24,34:14.32,34:35,52:44,56:46,1:11:11,1:15:14,1:30:42,1:50:48,2:41:21,7:29:30
1023,11.84,13.96,24.13,38.77,54.73,59.96,46.75,1:38.56,3:44.08,1:31.35,2:08.06,2:46.35,4:23.69,4:43.67,6:01.15,6:43.20,9:25.24,10:30.65,10:07.62,16:14.79,34:15.52,34:36,52:46,56:48,1:11:14,1:15:16,1:30:45,1:50:53,2:41:27,7:29:47
1022,,13.97,24.14,38.79,54.76,59.99,46.77,1:38.61,3:44.20,1:31.40,2:08.12,2:46.43,4:23.83,4:43.81,6:01.34,6:43.43,9:25.55,10:31.08,10:07.96,16:15.34,34:16.71,34:37,52:48,56:50,1:11:16,1:15:19,1:30:48,1:50:57,2:41:34,7:30:04
1021,11.85,13.98,24.15,38.80,54.79,1:00.03,46.80,1:38.67,3:44.33,1:31.45,2:08.17,2:46.51,4:23.96,4:43.96,6:01.53,6:43.67,9:25.86,10:31.51,10:08.30,16:15.89,34:17.91,34:39,52:50,56:52,1:11:19,1:15:21,1:30:52,1:51:01,2:41:40,7:30:21
1020,,13.99,24.17,38.82,54.82,1:00.06,46.82,1:38.72,3:44.45,1:31.49,2:08.23,2:46.59,4:24.10,4:44.10,6:01.72,6:43.90,9:26.17,10:31.94,10:08.63,16:16.44,34:19.11,34:40,52:52,56:54,1:11:21,1:15:24,1:30:55,1:51:05,2:41:46,7:30:37
1019,11.86,,24.18,38.84,54.84,1:00.10,46.85,1:38.78,3:44.58,1:31.54,2:08.29,2:46.67,4:24.23,4:44.25,6:01.92,6:44.13,9:26.48,10:32.37,10:08.97,16:16.99,34:20.30,34:41,52:53,56:56,1:11:24,1:15:27,1:30:58,1:51:09,2:41:53,7:30:54
1018,,14.0,24.19,38.86,54.87,1:00.13,46.87,1:38.84,3:44.71,1:31.58,2:08.35,2:46.75,4:24.37,4:44.39,6:02.11,6:44.37,9:26.79,10:32.80,10:09.31,16:17.54,34:21.50,34:42,52:55,56:58,1:11:26,1:15:29,1:31:02,1:51:13,2:41:59,7:31:11
1017,11.87,14.01,24.2,38.88,54.90,1:00.17,46.90,1:38.89,3:44.83,1:31.63,2:08.41,2:46.83,4:24.50,4:44.54,6:02.30,6:44.60,9:27.10,10:33.24,10:09.65,16:18.09,34:22.70,34:43,52:57,57:00,1:11:29,1:15:32,1:31:05,1:51:17,2:42:06,7:31:28
1016,,14.02,24.21,38.90,54.92,1:00.20,46.92,1:38.95,3:44.96,1:31.67,2:08.47,2:46.91,4:24.64,4:44.68,6:02.49,6:44.83,9:27.41,10:33.67,10:09.98,16:18.65,34:23.90,34:44,52:59,57:02,1:11:31,1:15:35,1:31:08,1:51:22,2:42:12,7:31:44
1015,11.88,14.03,24.22,38.92,54.95,1:00.23,46.95,1:39.00,3:45.08,1:31.72,2:08.53,2:46.99,4:24.77,4:44.83,6:02.68,6:45.07,9:27.73,10:34.10,10:10.32,16:19.20,34:25.09,34:46,53:01,57:04,1:11:34,1:15:37,1:31:11,1:51:26,2:42:19,7:32:01
1014,,,24.23,38.93,54.98,1:00.27,46.97,1:39.06,3:45.21,1:31.76,2:08.59,2:47.07,4:24.91,4:44.97,6:02.87,6:45.30,9:28.04,10:34.53,10:10.66,16:19.75,34:26.29,34:47,53:03,57:06,1:11:36,1:15:40,1:31:15,1:51:30,2:42:25,7:32:18
1013,11.89,14.04,24.24,38.95,55.01,1:00.30,47.00,1:39.11,3:45.33,1:31.81,2:08.65,2:47.15,4:25.05,4:45.12,6:03.06,6:45.54,9:28.35,10:34.96,10:11.00,16:20.30,34:27.50,34:48,53:04,57:08,1:11:39,1:15:43,1:31:18,1:51:34,2:42:31,7:32:35
1012,,14.05,24.25,38.97,55.03,1:00.34,47.02,1:39.17,3:45.46,1:31.85,2:08.71,2:47.23,4:25.18,4:45.26,6:03.25,6:45.77,9:28.66,10:35.39,10:11.34,16:20.85,34:28.70,34:49,53:06,57:10,1:11:41,1:15:45,1:31:21,1:51:38,2:42:38,7:32:52
1011,11.9,14.06,24.26,38.99,55.06,1:00.37,47.05,1:39.23,3:45.58,1:31.90,2:08.77,2:47.31,4:25.32,4:45.41,6:03.44,6:46.00,9:28.97,10:35.83,10:11.67,16:21.41,34:29.90,34:50,53:08,57:12,1:11:44,1:15:48,1:31:25,1:51:42,2:42:44,7:33:08
1010,,,24.27,39.01,55.09,1:00.41,47.07,1:39.28,3:45.71,1:31.95,2:08.83,2:47.39,4:25.45,4:45.55,6:03.63,6:46.24,9:29.29,10:36.26,10:12.01,16:21.96,34:31.10,34:52,53:10,57:14,1:11:46,1:15:50,1:31:28,1:51:47,2:42:51,7:33:25
1009,11.91,14.07,24.28,39.03,55.11,1:00.44,47.10,1:39.34,3:45.84,1:31.99,2:08.89,2:47.47,4:25.59,4:45.70,6:03.82,6:46.47,9:29.60,10:36.69,10:12.35,16:22.51,34:32.30,34:53,53:12,57:16,1:11:49,1:15:53,1:31:31,1:51:51,2:42:57,7:33:42
1008,,14.08,24.29,39.05,55.14,1:00.48,47.12,1:39.39,3:45.96,1:32.04,2:08.95,2:47.55,4:25.73,4:45.85,6:04.02,6:46.71,9:29.91,10:37.12,10:12.69,16:23.07,34:33.51,34:54,53:14,57:18,1:11:51,1:15:56,1:31:34,1:51:55,2:43:04,7:33:59
1007,11.92,14.09,24.3,39.07,55.17,1:00.51,47.15,1:39.45,3:46.09,1:32.08,2:09.01,2:47.63,4:25.86,4:45.99,6:04.21,6:46.94,9:30.22,10:37.56,10:13.03,16:23.62,34:34.71,34:55,53:15,57:19,1:11:54,1:15:58,1:31:38,1:51:59,2:43:10,7:34:16
1006,,14.1,24.31,39.09,55.20,1:00.54,47.17,1:39.50,3:46.21,1:32.13,2:09.07,2:47.71,4:26.00,4:46.14,6:04.40,6:47.18,9:30.54,10:37.99,10:13.37,16:24.18,34:35.91,34:56,53:17,57:21,1:11:56,1:16:01,1:31:41,1:52:03,2:43:17,7:34:33
1005,11.93,,24.32,39.10,55.22,1:00.58,47.20,1:39.56,3:46.34,1:32.17,2:09.13,2:47.79,4:26.13,4:46.28,6:04.59,6:47.41,9:30.85,10:38.42,10:13.71,16:24.73,34:37.12,34:58,53:19,57:23,1:11:59,1:16:04,1:31:44,1:52:07,2:43:23,7:34:50
1004,,14.11,24.33,39.12,55.25,1:00.61,47.22,1:39.62,3:46.47,1:32.22,2:09.19,2:47.88,4:26.27,4:46.43,6:04.78,6:47.65,9:31.16,10:38.86,10:14.05,16:25.29,34:38.32,34:59,53:21,57:25,1:12:01,1:16:06,1:31:48,1:52:12,2:43:30,7:35:06
1003,11.94,14.12,24.34,39.14,55.28,1:00.65,47.25,1:39.67,3:46.59,1:32.26,2:09.25,2:47.96,4:26.41,4:46.58,6:04.97,6:47.88,9:31.47,10:39.29,10:14.39,16:25.84,34:39.53,35:00,53:23,57:27,1:12:04,1:16:09,1:31:51,1:52:16,2:43:36,7:35:23
1002,,14.13,24.35,39.16,55.30,1:00.68,47.27,1:39.73,3:46.72,1:32.31,2:09.31,2:48.04,4:26.54,4:46.72,6:05.17,6:48.12,9:31.79,10:39.73,10:14.73,16:26.40,34:40.74,35:01,53:25,57:29,1:12:06,1:16:12,1:31:54,1:52:20,2:43:42,7:35:40
1001,11.95,14.14,24.37,39.18,55.33,1:00.72,47.30,1:39.78,3:46.85,1:32.36,2:09.37,2:48.12,4:26.68,4:46.87,6:05.36,6:48.35,9:32.10,10:40.16,10:15.07,16:26.95,34:41.95,35:02,53:27,57:31,1:12:09,1:16:14,1:31:58,1:52:24,2:43:49,7:35:57
1000,,,24.38,39.20,55.36,1:00.75,47.33,1:39.84,3:46.97,1:32.40,2:09.43,2:48.20,4:26.82,4:47.02,6:05.55,6:48.59,9:32.42,10:40.59,10:15.41,16:27.51,34:43.15,35:04,53:28,57:33,1:12:11,1:16:17,1:32:01,1:52:28,2:43:55,7:36:14
999,11.96,14.15,24.39,39.22,55.39,1:00.79,47.35,1:39.90,3:47.10,1:32.45,2:09.49,2:48.28,4:26.95,4:47.16,6:05.74,6:48.83,9:32.73,10:41.03,10:15.75,16:28.07,34:44.36,35:05,53:30,57:35,1:12:14,1:16:20,1:32:04,1:52:33,2:44:02,7:36:31
998,,14.16,24.4,39.24,55.41,1:00.82,47.38,1:39.95,3:47.23,1:32.49,2:09.55,2:48.36,4:27.09,4:47.31,6:05.93,6:49.06,9:33.04,10:41.46,10:16.09,16:28.62,34:45.57,35:06,53:32,57:37,1:12:16,1:16:22,1:32:07,1:52:37,2:44:08,7:36:48
997,11.97,14.17,24.41,39.26,55.44,1:00.86,47.40,1:40.01,3:47.35,1:32.54,2:09.62,2:48.44,4:27.23,4:47.46,6:06.13,6:49.30,9:33.36,10:41.90,10:16.43,16:29.18,34:46.78,35:07,53:34,57:39,1:12:19,1:16:25,1:32:11,1:52:41,2:44:15,7:37:05
996,,14.18,24.42,39.27,55.47,1:00.89,47.43,1:40.07,3:47.48,1:32.59,2:09.68,2:48.52,4:27.36,4:47.60,6:06.32,6:49.53,9:33.67,10:42.33,10:16.77,16:29.74,34:47.99,35:08,53:36,57:41,1:12:21,1:16:28,1:32:14,1:52:45,2:44:21,7:37:22
995,11.98,,24.43,39.29,55.50,1:00.93,47.45,1:40.12,3:47.61,1:32.63,2:09.74,2:48.60,4:27.50,4:47.75,6:06.51,6:49.77,9:33.99,10:42.77,10:17.11,16:30.29,34:49.20,35:10,53:38,57:43,1:12:24,1:16:30,1:32:17,1:52:49,2:44:28,7:37:39
994,,14.19,24.44,39.31,55.52,1:00.96,47.48,1:40.18,3:47.73,1:32.68,2:09.80,2:48.68,4:27.64,4:47.90,6:06.71,6:50.01,9:34.30,10:43.21,10:17.45,16:30.85,34:50.42,35:11,53:39,57:45,1:12:26,1:16:33,1:32:21,1:52:54,2:44:34,7:37:56
993,11.99,14.2,24.45,39.33,55.55,1:00.99,47.50,1:40.23,3:47.86,1:32.72,2:09.86,2:48.77,4:27.77,4:48.04,6:06.90,6:50.24,9:34.62,10:43.64,10:17.80,16:31.41,34:51.63,35:12,53:41,57:47,1:12:29,1:16:36,1:32:24,1:52:58,2:44:41,7:38:13
992,,14.21,24.46,39.35,55.58,1:01.03,47.53,1:40.29,3:47.99,1:32.77,2:09.92,2:48.85,4:27.91,4:48.19,6:07.09,6:50.48,9:34.93,10:44.08,10:18.14,16:31.97,34:52.84,35:13,53:43,57:49,1:12:31,1:16:38,1:32:27,1:53:02,2:44:47,7:38:30
991,,14.22,24.47,39.37,55.61,1:01.06,47.55,1:40.35,3:48.11,1:32.82,2:09.98,2:48.93,4:28.05,4:48.34,6:07.28,6:50.72,9:35.25,10:44.52,10:18.48,16:32.53,34:54.05,35:14,53:45,57:51,1:12:34,1:16:41,1:32:31,1:53:06,2:44:54,7:38:47
990,12.01,,24.48,39.39,55.63,1:01.10,47.58,1:40.40,3:48.24,1:32.86,2:10.04,2:49.01,4:28.19,4:48.48,6:07.48,6:50.95,9:35.56,10:44.95,10:18.82,16:33.09,34:55.27,35:16,53:47,57:53,1:12:37,1:16:44,1:32:34,1:53:10,2:45:00,7:39:04
989,,14.23,24.49,39.41,55.66,1:01.13,47.60,1:40.46,3:48.37,1:32.91,2:10.10,2:49.09,4:28.32,4:48.63,6:07.67,6:51.19,9:35.88,10:45.39,10:19.16,16:33.65,34:56.48,35:17,53:49,57:55,1:12:39,1:16:46,1:32:37,1:53:15,2:45:07,7:39:21
988,12.02,14.24,24.5,39.43,55.69,1:01.17,47.63,1:40.52,3:48.50,1:32.95,2:10.16,2:49.17,4:28.46,4:48.78,6:07.86,6:51.43,9:36.19,10:45.83,10:19.51,16:34.20,34:57.70,35:18,53:51,57:57,1:12:42,1:16:49,1:32:41,1:53:19,2:45:13,7:39:38
987,,14.25,24.51,39.45,55.72,1:01.20,47.66,1:40.57,3:48.62,1:33.00,2:10.22,2:49.25,4:28.60,4:48.93,6:08.06,6:51.66,9:36.51,10:46.26,10:19.85,16:34.76,34:58.91,35:19,53:52,57:59,1:12:44,1:16:52,1:32:44,1:53:23,2:45:20,7:39:55
986,12.03,14.26,24.52,39.46,55.74,1:01.24,47.68,1:40.63,3:48.75,1:33.05,2:10.28,2:49.34,4:28.73,4:49.07,6:08.25,6:51.90,9:36.82,10:46.70,10:20.19,16:35.32,35:00.13,35:20,53:54,58:01,1:12:47,1:16:54,1:32:47,1:53:27,2:45:26,7:40:12
985,,,24.53,39.48,55.77,1:01.27,47.71,1:40.68,3:48.88,1:33.09,2:10.34,2:49.42,4:28.87,4:49.22,6:08.44,6:52.14,9:37.14,10:47.14,10:20.53,16:35.88,35:01.35,35:22,53:56,58:03,1:12:49,1:16:57,1:32:51,1:53:31,2:45:33,7:40:29
984,12.04,14.27,24.55,39.50,55.80,1:01.31,47.73,1:40.74,3:49.00,1:33.14,2:10.40,2:49.50,4:29.01,4:49.37,6:08.64,6:52.38,9:37.46,10:47.58,10:20.88,16:36.45,35:02.57,35:23,53:58,58:05,1:12:52,1:17:00,1:32:54,1:53:36,2:45:40,7:40:46
983,,14.28,24.56,39.52,55.83,1:01.34,47.76,1:40.80,3:49.13,1:33.18,2:10.46,2:49.58,4:29.15,4:49.52,6:08.83,6:52.61,9:37.77,10:48.02,10:21.22,16:37.01,35:03.78,35:24,54:00,58:07,1:12:54,1:17:02,1:32:57,1:53:40,2:45:46,7:41:03
982,12.05,14.29,24.57,39.54,55.85,1:01.38,47.78,1:40.85,3:49.26,1:33.23,2:10.52,2:49.66,4:29.29,4:49.66,6:09.03,6:52.85,9:38.09,10:48.45,10:21.56,16:37.57,35:05.00,35:25,54:02,58:09,1:12:57,1:17:05,1:33:01,1:53:44,2:45:53,7:41:20
981,,14.3,24.58,39.56,55.88,1:01.41,47.81,1:40.91,3:49.39,1:33.28,2:10.59,2:49.74,4:29.42,4:49.81,6:09.22,6:53.09,9:38.41,10:48.89,10:21.91,16:38.13,35:06.22,35:26,54:04,58:11,1:12:59,1:17:08,1:33:04,1:53:48,2:45:59,7:41:37
980,12.06,,24.59,39.58,55.91,1:01.45,47.83,1:40.97,3:49.52,1:33.32,2:10.65,2:49.82,4:29.56,4:49.96,6:09.41,6:53.33,9:38.72,10:49.33,10:22.25,16:38.69,35:07.44,35:28,54:06,58:13,1:13:02,1:17:11,1:33:07,1:53:53,2:46:06,7:41:54
979,,14.31,24.6,39.60,55.94,1:01.48,47.86,1:41.02,3:49.64,1:33.37,2:10.71,2:49.91,4:29.70,4:50.11,6:09.61,6:53.57,9:39.04,10:49.77,10:22.60,16:39.25,35:08.67,35:29,54:07,58:15,1:13:04,1:17:13,1:33:11,1:53:57,2:46:12,7:42:11
978,12.07,14.32,24.61,39.62,55.96,1:01.52,47.89,1:41.08,3:49.77,1:33.42,2:10.77,2:49.99,4:29.84,4:50.26,6:09.80,6:53.80,9:39.36,10:50.21,10:22.94,16:39.81,35:09.89,35:30,54:09,58:17,1:13:07,1:17:16,1:33:14,1:54:01,2:46:19,7:42:28
977,,14.33,24.62,39.64,55.99,1:01.55,47.91,1:41.14,3:49.90,1:33.46,2:10.83,2:50.07,4:29.98,4:50.40,6:10.00,6:54.04,9:39.67,10:50.65,10:23.28,16:40.38,35:11.11,35:31,54:11,58:19,1:13:09,1:17:19,1:33:17,1:54:05,2:46:25,7:42:45
976,12.08,14.34,24.63,39.65,56.02,1:01.59,47.94,1:41.19,3:50.03,1:33.51,2:10.89,2:50.15,4:30.11,4:50.55,6:10.19,6:54.28,9:39.99,10:51.09,10:23.63,16:40.94,35:12.33,35:32,54:13,58:22,1:13:12,1:17:21,1:33:21,1:54:09,2:46:32,7:43:02
975,,,24.64,39.67,56.05,1:01.62,47.96,1:41.25,3:50.16,1:33.55,2:10.95,2:50.23,4:30.25,4:50.70,6:10.39,6:54.52,9:40.31,10:51.53,10:23.97,16:41.50,35:13.56,35:34,54:15,58:24,1:13:15,1:17:24,1:33:24,1:54:14,2:46:39,7:43:19
974,12.09,14.35,24.65,39.69,56.07,1:01.66,47.99,1:41.31,3:50.28,1:33.60,2:11.01,2:50.32,4:30.39,4:50.85,6:10.58,6:54.76,9:40.63,10:51.97,10:24.32,16:42.07,35:14.78,35:35,54:17,58:26,1:13:17,1:17:27,1:33:27,1:54:18,2:46:45,7:43:37
973,,14.36,24.66,39.71,56.10,1:01.69,48.01,1:41.37,3:50.41,1:33.65,2:11.07,2:50.40,4:30.53,4:51.00,6:10.78,6:55.00,9:40.95,10:52.41,10:24.66,16:42.63,35:16.00,35:36,54:19,58:28,1:13:20,1:17:29,1:33:31,1:54:22,2:46:52,7:43:54
972,12.1,14.37,24.67,39.73,56.13,1:01.73,48.04,1:41.42,3:50.54,1:33.69,2:11.13,2:50.48,4:30.67,4:51.15,6:10.97,6:55.24,9:41.26,10:52.85,10:25.01,16:43.19,35:17.23,35:37,54:21,58:30,1:13:22,1:17:32,1:33:34,1:54:26,2:46:58,7:44:11
971,,14.38,24.68,39.75,56.16,1:01.76,48.07,1:41.48,3:50.67,1:33.74,2:11.20,2:50.56,4:30.81,4:51.30,6:11.17,6:55.48,9:41.58,10:53.29,10:25.35,16:43.76,35:18.46,35:39,54:22,58:32,1:13:25,1:17:35,1:33:38,1:54:31,2:47:05,7:44:28
970,12.11,,24.69,39.77,56.18,1:01.80,48.09,1:41.54,3:50.80,1:33.79,2:11.26,2:50.64,4:30.94,4:51.44,6:11.36,6:55.72,9:41.90,10:53.73,10:25.70,16:44.32,35:19.68,35:40,54:24,58:34,1:13:27,1:17:37,1:33:41,1:54:35,2:47:11,7:44:45
969,,14.39,24.71,39.79,56.21,1:01.83,48.12,1:41.59,3:50.93,1:33.83,2:11.32,2:50.73,4:31.08,4:51.59,6:11.56,6:55.95,9:42.22,10:54.18,10:26.05,16:44.89,35:20.91,35:41,54:26,58:36,1:13:30,1:17:40,1:33:44,1:54:39,2:47:18,7:45:02
968,12.12,14.4,24.72,39.81,56.24,1:01.87,48.14,1:41.65,3:51.05,1:33.88,2:11.38,2:50.81,4:31.22,4:51.74,6:11.75,6:56.19,9:42.54,10:54.62,10:26.39,16:45.45,35:22.14,35:42,54:28,58:38,1:13:32,1:17:43,1:33:48,1:54:43,2:47:25,7:45:20
967,,14.41,24.73,39.83,56.27,1:01.90,48.17,1:41.71,3:51.18,1:33.93,2:11.44,2:50.89,4:31.36,4:51.89,6:11.95,6:56.43,9:42.86,10:55.06,10:26.74,16:46.02,35:23.37,35:43,54:30,58:40,1:13:35,1:17:46,1:33:51,1:54:48,2:47:31,7:45:37
966,12.13,14.42,24.74,39.85,56.30,1:01.94,48.19,1:41.76,3:51.31,1:33.97,2:11.50,2:50.97,4:31.50,4:52.04,6:12.14,6:56.67,9:43.18,10:55.50,10:27.08,16:46.59,35:24.60,35:45,54:32,58:42,1:13:37,1:17:48,1:33:54,1:54:52,2:47:38,7:45:54
965,,,24.75,39.87,56.32,1:01.97,48.22,1:41.82,3:51.44,1:34.02,2:11.56,2:51.06,4:31.64,4:52.19,6:12.34,6:56.91,9:43.50,10:55.94,10:27.43,16:47.15,35:25.83,35:46,54:34,58:44,1:13:40,1:17:51,1:33:58,1:54:56,2:47:44,7:46:11
964,12.14,14.43,24.76,39.89,56.35,1:02.01,48.25,1:41.88,3:51.57,1:34.07,2:11.62,2:51.14,4:31.78,4:52.34,6:12.53,6:57.15,9:43.82,10:56.39,10:27.78,16:47.72,35:27.06,35:47,54:36,58:46,1:13:43,1:17:54,1:34:01,1:55:00,2:47:51,7:46:28
963,,14.44,24.77,39.90,56.38,1:02.04,48.27,1:41.93,3:51.70,1:34.11,2:11.69,2:51.22,4:31.92,4:52.49,6:12.73,6:57.39,9:44.14,10:56.83,10:28.12,16:48.28,35:28.29,35:48,54:37,58:48,1:13:45,1:17:56,1:34:05,1:55:05,2:47:58,7:46:46
962,12.15,14.45,24.78,39.92,56.41,1:02.08,48.30,1:41.99,3:51.83,1:34.16,2:11.75,2:51.30,4:32.06,4:52.64,6:12.93,6:57.63,9:44.46,10:57.27,10:28.47,16:48.85,35:29.52,35:50,54:39,58:50,1:13:48,1:17:59,1:34:08,1:55:09,2:48:04,7:47:03
961,,14.46,24.79,39.94,56.44,1:02.12,48.32,1:42.05,3:51.96,1:34.21,2:11.81,2:51.39,4:32.20,4:52.79,6:13.12,6:57.87,9:44.78,10:57.72,10:28.82,16:49.42,35:30.75,35:51,54:41,58:52,1:13:50,1:18:02,1:34:11,1:55:13,2:48:11,7:47:20
960,12.16,,24.8,39.96,56.46,1:02.15,48.35,1:42.11,3:52.08,1:34.25,2:11.87,2:51.47,4:32.34,4:52.94,6:13.32,6:58.11,9:45.10,10:58.16,10:29.16,16:49.99,35:31.98,35:52,54:43,58:54,1:13:53,1:18:05,1:34:15,1:55:18,2:48:17,7:47:37
959,,14.47,24.81,39.98,56.49,1:02.19,48.38,1:42.16,3:52.21,1:34.30,2:11.93,2:51.55,4:32.47,4:53.08,6:13.51,6:58.36,9:45.42,10:58.60,10:29.51,16:50.55,35:33.22,35:53,54:45,58:56,1:13:55,1:18:07,1:34:18,1:55:22,2:48:24,7:47:55
